date,dungeon,result,time,mana,crystal,energy,drop,grade,sell_value,set,efficiency,slot,rarity,main_stat,prefix_stat,sub1,sub2,sub3,sub4,team1,team2,team3,team4,team5
2017-05-26 13:55,Faimon Volcano Hell - 1,Win,0:33,1650,0,0,Solid Iron Ore x4,,,,,,,,,,,,,Epikion Priest (Wind),Horned Frog (Fire),Slime (Fire),,
2017-05-26 13:58,Faimon Volcano Hell - 1,Win,0:59,1649,0,3,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Epikion Priest (Wind),Horned Frog (Fire),Slime (Fire),,
2017-05-26 14:09,Faimon Volcano Hell - 1,Win,0:42,1470,0,1,Rune,4*,6109,Revenge,30.58,1,Common,ATK +10,HP 6%,,,,,Epikion Priest (Wind),Horned Frog (Fire),Slime (Fire),,
2017-05-26 14:10,Faimon Volcano Hell - 1,Win,0:35,1645,0,2,Rune,4*,6109,Revenge,27.99,1,Common,ATK +10,HP +145,,,,,Epikion Priest (Wind),Horned Frog (Fire),Slime (Fire),,
2017-05-26 14:11,Faimon Volcano Hell - 1,Win,0:49,2086,0,1,Rune,3*,3427,Revenge,22.54,1,Common,ATK +7,ATK 2%,,,,,Epikion Priest (Wind),Horned Frog (Fire),Slime (Fire),,
2017-05-26 15:14,Faimon Volcano Hell - 1,Win,1:04,1999,0,0,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Monster Flower (Water),Low Elemental (Water),Hellhound (Water),,
2017-05-26 15:16,Faimon Volcano Hell - 1,Win,1:02,2049,0,1,Unknown Scroll x5,,,,,,,,,,,,,Monster Flower (Water),Low Elemental (Water),Hellhound (Water),,
2017-05-26 15:19,Faimon Volcano Hell - 1,Win,1:03,1203,0,1,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Monster Flower (Water),Low Elemental (Water),Hellhound (Water),,
2017-05-26 15:20,Faimon Volcano Hell - 1,Lost,0:14,0,0,0,,,,,,,,,,,,,,,,,,
2017-05-26 15:21,Faimon Volcano Hell - 1,Win,1:07,2521,0,2,Solid Rock x4,,,,,,,,,,,,,Monster Flower (Water),Low Elemental (Water),Hellhound (Water),,
2017-05-26 15:23,Faimon Volcano Hell - 1,Win,1:25,1587,0,1,Rune,5*,9690,Revenge,30.13,1,Common,ATK +15,,,,,,Monster Flower (Water),Low Elemental (Water),Hellhound (Water),,
2017-05-26 15:26,Faimon Volcano Hell - 1,Win,0:55,1712,0,1,Hellhound (Fire) 2,,,,,,,,,,,,,Monster Flower (Water),Low Elemental (Water),Hellhound (Water),,
2017-05-26 15:28,Faimon Volcano Hell - 1,Win,0:59,879,0,2,Hellhound (Fire) 2,,,,,,,,,,,,,Monster Flower (Water),Low Elemental (Water),Hellhound (Water),,
2017-05-26 16:19,Faimon Volcano Hell - 1,Win,1:23,1419,0,3,Unknown Scroll x5,,,,,,,,,,,,,Monster Flower (Water),Low Elemental (Water),Hellhound (Water),,
2017-05-26 16:20,Faimon Volcano Hell - 1,Win,0:38,1287,0,2,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Monster Flower (Water),Low Elemental (Water),Hellhound (Water),,
2017-05-26 16:23,Faimon Volcano Hell - 1,Win,0:59,2280,0,0,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Monster Flower (Water),Low Elemental (Water),Hellhound (Water),,
2017-05-26 16:40,Faimon Volcano Hell - 1,Win,1:02,1463,1,2,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Monster Flower (Water),Low Elemental (Water),Hellhound (Water),,
2017-05-26 16:45,Faimon Volcano Hell - 1,Win,1:00,1223,0,2,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Monster Flower (Water),Low Elemental (Water),Hellhound (Water),,
2017-05-26 21:17,"Dragon's Lair B10",Win,2:34,4226,0,2,Symbol of Transcendance x8,,,,,,,,,,,,,Perna,Veromos,Verdehile,Belladeon,Taor
2017-05-26 21:19,"Dragon's Lair B10",Lost,1:23,667,0,0,,,,,,,,,,,,,,Perna,Stella,Verdehile,Megan,Taor
2017-05-26 21:21,"Dragon's Lair B10",Lost,1:29,902,0,2,,,,,,,,,,,,,,Perna,Stella,Verdehile,Galleon,Taor
2017-05-26 21:22,"Dragon's Lair B10",Lost,0:55,541,0,0,,,,,,,,,,,,,,Perna,Stella,Verdehile,Galleon,Taor
2017-05-26 21:24,"Dragon's Lair B10",Lost,1:21,912,0,2,,,,,,,,,,,,,,Taor,Stella,Verdehile,Galleon,Sigmarus
2017-05-26 21:26,"Dragon's Lair B10",Lost,1:35,848,0,0,,,,,,,,,,,,,,Taor,Belladeon,Verdehile,Galleon,Sigmarus
2017-06-01 14:33,Faimon Volcano Hell - 1,Win,1:02,1637,0,0,Rune,4*,5673,Revenge,29.99,1,Magic,ATK +10,,SPD +4,,,,Taor,Mushroom (Fire),Mushroom (Water),Ghost (Fire),
2017-06-01 14:35,Faimon Volcano Hell - 1,Win,0:40,1546,0,0,Rune,5*,9690,Revenge,30.13,1,Common,ATK +15,,,,,,Taor,Mushroom (Fire),Mushroom (Water),Ghost (Fire),
2017-06-03 07:38,Necropolis B10,Win,2:59,3949,0,0,Symbol of Harmony x5,,,,,,,,,,,,,Hwa,Belladeon,Shihwa,Colleen,Adrian
2017-06-03 07:41,Necropolis B10,Win,2:58,3344,0,0,Rune,5*,11475,Will,50.35,3,Hero,DEF +15,CRI Dmg 5%,HP 6%,Accuracy 6%,HP +231,,Hwa,Belladeon,Shihwa,Colleen,Adrian
2017-06-03 07:45,Necropolis B10,Lost,3:23,546,0,1,,,,,,,,,,,,,,Hwa,Belladeon,Shihwa,Colleen,Adrian
2017-06-03 07:48,Necropolis B10,Win,2:42,3567,0,1,Rune,5*,10200,Nemesis,44.42,3,Rare,DEF +15,Accuracy 7%,Resistance 5%,DEF 4%,,,Hwa,Belladeon,Shihwa,Colleen,Adrian
2017-06-03 07:51,Necropolis B10,Win,2:39,3713,0,1,Rune,5*,10710,Will,39.96,4,Rare,ATK +15,,Accuracy 4%,DEF 7%,,,Hwa,Belladeon,Shihwa,Colleen,Adrian
2017-06-03 07:54,Necropolis B10,Win,3:18,3938,0,1,Rune,5*,11900,Destroy,38.47,2,Rare,ATK +15,,SPD +4,CRI Rate 3%,,,Hwa,Belladeon,Shihwa,Colleen,Adrian
2017-06-03 07:58,Necropolis B10,Win,3:21,4091,0,1,Symbol of Transcendance x4,,,,,,,,,,,,,Hwa,Belladeon,Shihwa,Colleen,Adrian
2017-06-03 08:07,Necropolis B10,Win,2:38,4283,0,1,Rune,5*,13005,Rage,39.17,6,Hero,Resistance 9%,,ATK +10,Accuracy 3%,DEF 5%,,Hwa,Belladeon,Shihwa,Colleen,Adrian
2017-06-03 08:58,Necropolis B10,Win,4:31,3756,0,1,Rune,5*,10115,Destroy,39.47,6,Rare,Resistance 9%,,HP 7%,CRI Rate 4%,,,Hwa,Belladeon,Shihwa,Colleen,Adrian
2017-06-04 01:16,"Giant's Keep B10",Win,1:02,3904,0,1,Rune Piece x8,,,,,,,,,,,,,Lushen,Hwa,Stella,Taor,Galleon
2017-06-04 01:18,"Giant's Keep B10",Win,1:01,4068,1,2,Rune,5*,5355,Blade,35.52,4,Rare,DEF 8%,,DEF +11,Accuracy 3%,,,Lushen,Hwa,Stella,Taor,Galleon
2017-06-04 01:19,"Giant's Keep B10",Win,1:06,3454,0,3,Symbol of Chaos x4,,,,,,,,,,,,,Lushen,Hwa,Stella,Taor,Galleon
2017-06-04 10:24,"Giant's Keep B10",Win,0:54,3926,0,0,Rune,5*,6885,Fatal,45.19,4,Rare,CRI Rate 5%,DEF 6%,DEF +13,Resistance 7%,,,Lushen,Hwa,Stella,Taor,Galleon
2017-06-04 10:26,"Giant's Keep B10",Win,1:08,3702,0,1,Rune,5*,11475,Despair,39.45,3,Rare,DEF +15,Accuracy 3%,HP 4%,CRI Dmg 3%,,,Lushen,Hwa,Stella,Taor,Galleon
2017-06-04 10:28,"Giant's Keep B10",Win,1:02,4006,0,1,Rune,5*,8500,Swift,42.55,2,Hero,DEF +15,,CRI Dmg 4%,ATK 4%,CRI Rate 4%,,Lushen,Hwa,Stella,Taor,Galleon
2017-06-04 10:29,"Giant's Keep B10",Win,1:13,3969,0,1,Rune,5*,8500,Swift,43.55,2,Rare,SPD +5,CRI Dmg 3%,ATK +8,ATK 5%,,,Lushen,Hwa,Stella,Taor,Galleon
2017-06-04 10:36,"Giant's Keep B10",Lost,1:27,624,0,1,,,,,,,,,,,,,,Lushen,Hwa,Stella,Taor,Galleon
2017-06-04 10:38,"Giant's Keep B10",Win,1:00,3915,0,2,Rune,5*,7267,Fatal,41.74,1,Rare,ATK +15,Resistance 5%,HP 4%,CRI Rate 3%,,,Lushen,Hwa,Stella,Taor,Galleon
2017-06-04 10:39,"Giant's Keep B10",Win,1:04,3912,0,0,Rune,5*,10200,Despair,41.15,3,Rare,DEF +15,,DEF 7%,CRI Rate 4%,,,Lushen,Hwa,Stella,Taor,Galleon
2017-06-04 10:40,Faimon Volcano Hell - 1,Win,0:25,1816,0,2,Unknown Scroll x5,,,,,,,,,,,,,Mimick (Fire),Mimick (Fire),Mushroom (Fire),,
2017-06-04 10:41,Faimon Volcano Hell - 1,Win,0:27,1205,0,0,Hellhound (Fire) 2,,,,,,,,,,,,,Mimick (Water),Mushroom (Water),Mushroom (Fire),,
2017-06-04 10:42,Faimon Volcano Hell - 1,Win,0:43,1730,0,0,Solid Iron Ore x4,,,,,,,,,,,,,Mimick (Water),Mushroom (Water),Mushroom (Fire),,
2017-06-04 10:43,Faimon Volcano Hell - 1,Lost,0:37,1316,0,1,,,,,,,,,,,,,,Mimick (Water),Mushroom (Water),Mushroom (Fire),,
2017-06-04 10:44,Faimon Volcano Hell - 1,Win,0:26,1245,0,1,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Mimick (Water),Mushroom (Water),Mushroom (Fire),,
2017-06-04 10:45,Faimon Volcano Hell - 1,Win,0:40,2021,0,0,Hellhound (Fire) 2,,,,,,,,,,,,,Mimick (Water),Mushroom (Water),Low Elemental (Fire),,
2017-06-04 10:50,Faimon Volcano Hell - 1,Win,0:30,2572,0,0,Rune,5*,9690,Revenge,30.13,1,Common,ATK +15,,,,,,Mimick (Water),Mushroom (Water),Low Elemental (Fire),,
2017-06-04 10:51,Faimon Volcano Hell - 1,Win,0:29,2588,0,1,Rune,5*,10497,Revenge,33.71,1,Magic,ATK +15,,Accuracy 4%,,,,Mimick (Water),Mushroom (Water),Low Elemental (Fire),,
2017-06-04 10:52,Faimon Volcano Hell - 1,Win,0:43,1129,0,0,Rune,5*,9690,Revenge,30.13,1,Common,ATK +15,,,,,,Sandman (Fire),Horned Frog (Water),Low Elemental (Fire),,
2017-06-04 10:55,Faimon Volcano Hell - 1,Win,0:43,1783,0,0,Rune,3*,3427,Revenge,22.54,1,Common,ATK +7,Resistance 2%,,,,,Sandman (Fire),Horned Frog (Water),Low Elemental (Fire),,
2017-06-04 15:19,Necropolis B10,Win,2:32,3837,0,0,Symbol of Chaos x11,,,,,,,,,,,,,Hwa,Belladeon,Shihwa,Colleen,Adrian
2017-06-08 10:16,"Dragon's Lair B10",Win,2:30,4395,0,1,Rune,5*,13600,Violent,52.81,5,Hero,HP +270,DEF +10,ATK 6%,HP 7%,DEF 5%,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 10:30,"Dragon's Lair B10",Win,2:33,3960,0,0,Rune,5*,5100,Guard,40.83,3,Rare,DEF +15,,SPD +5,HP +249,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 10:46,"Dragon's Lair B10",Win,2:03,3982,0,1,Rune,5*,8925,Guard,47.46,3,Legendary,DEF +15,,HP +191,CRI Rate 4%,DEF 6%,HP 4%,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 10:50,"Dragon's Lair B10",Win,2:13,4361,0,0,Rainbowmon 2,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 11:14,"Dragon's Lair B10",Win,2:05,4813,0,1,Rune,6*,10778,Endure,47.86,6,Rare,ATK +22,,SPD +6,DEF +14,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 11:17,"Dragon's Lair B10",Win,2:09,4381,0,0,Shapeshifting Stone x3,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 11:20,"Dragon's Lair B10",Win,1:59,5271,0,2,Rainbowmon 3,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 11:22,"Dragon's Lair B10",Win,1:58,4177,0,0,Rune,5*,12240,Shield,43.53,4,Rare,DEF +15,Resistance 6%,SPD +3,DEF 5%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 11:35,"Dragon's Lair B10",Win,2:42,3854,0,1,Rune,5*,13005,Revenge,46.63,6,Hero,DEF +15,HP +277,CRI Dmg 4%,Accuracy 4%,ATK 4%,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 11:38,"Dragon's Lair B10",Win,1:58,4668,0,2,Unknown Scroll x11,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 11:43,"Dragon's Lair B10",Lost,2:40,1152,0,2,,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 11:45,"Dragon's Lair B10",Win,2:03,4174,0,0,Rune,5*,12240,Violent,36.06,4,Rare,CRI Dmg 8%,,Accuracy 4%,HP +182,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 11:52,"Dragon's Lair B10",Win,2:19,4711,0,1,Rune,5*,11475,Revenge,48.98,3,Hero,DEF +15,HP +275,Resistance 4%,CRI Dmg 4%,CRI Rate 5%,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 11:57,"Dragon's Lair B10",Win,2:24,4257,0,2,Unknown Scroll x11,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 12:03,"Dragon's Lair B10",Win,2:17,4206,0,0,Rune,5*,11475,Violent,43.44,3,Rare,DEF +15,CRI Rate 4%,HP 5%,CRI Dmg 4%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 12:07,"Dragon's Lair B10",Win,2:30,4282,0,1,Rune,5*,8160,Guard,54.53,5,Hero,HP +270,HP 6%,Resistance 7%,CRI Rate 4%,DEF +14,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 12:10,"Dragon's Lair B10",Win,1:58,4239,0,1,Rainbowmon 3,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 12:13,"Dragon's Lair B10",Win,2:23,4322,0,1,Rune,5*,5780,Endure,37.13,6,Rare,HP 8%,,DEF +8,Resistance 6%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 12:16,"Dragon's Lair B10",Win,1:56,4434,0,0,Rune,5*,5440,Endure,42.60,5,Rare,HP +270,,ATK 6%,CRI Dmg 4%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 12:23,"Dragon's Lair B10",Lost,2:06,934,0,1,,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 12:25,"Dragon's Lair B10",Win,2:17,4514,0,3,Rune,5*,6800,Endure,39.45,2,Rare,ATK +15,,DEF 7%,CRI Dmg 3%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 12:31,"Dragon's Lair B10",Win,2:15,4898,0,1,Rune,5*,6375,Guard,44.76,3,Rare,DEF +15,SPD +4,CRI Dmg 5%,CRI Rate 4%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 13:54,"Dragon's Lair B10",Win,2:25,4202,0,0,Rainbowmon 2,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 13:57,"Dragon's Lair B10",Lost,2:31,847,0,2,,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:00,"Dragon's Lair B10",Win,2:28,3822,0,2,Rune,5*,12920,Violent,39.66,1,Rare,ATK +15,,HP 5%,HP +266,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:04,"Dragon's Lair B10",Lost,2:25,1058,0,1,,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:06,"Dragon's Lair B10",Win,2:15,3956,0,0,Rune,5*,11900,Shield,38.17,2,Rare,ATK +15,,CRI Rate 3%,HP 5%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:09,"Dragon's Lair B10",Lost,2:18,1016,0,1,,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:12,"Dragon's Lair B10",Lost,2:36,1061,0,1,,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:14,"Dragon's Lair B10",Win,2:03,4331,0,1,Rune,5*,6375,Endure,45.06,3,Rare,DEF +15,CRI Dmg 5%,Accuracy 5%,Resistance 6%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:19,"Dragon's Lair B10",Lost,2:18,855,0,0,,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:21,"Dragon's Lair B10",Win,2:19,4294,0,1,Rune,5*,14535,Shield,47.62,1,Hero,ATK +15,HP 5%,CRI Dmg 4%,CRI Rate 5%,HP +157,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:25,"Dragon's Lair B10",Win,2:27,4532,0,0,Rune,5*,11900,Revenge,41.84,2,Rare,SPD +5,,CRI Dmg 5%,DEF 4%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:27,"Dragon's Lair B10",Win,2:11,4306,0,0,Rune Piece x12,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:30,"Dragon's Lair B10",Win,2:04,4709,0,1,Rune,5*,9180,Endure,45.09,4,Hero,CRI Dmg 8%,DEF 4%,DEF +10,ATK 7%,Resistance 3%,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:35,"Dragon's Lair B10",Win,2:18,4777,0,1,Rune,5*,6375,Endure,45.48,3,Rare,DEF +15,CRI Dmg 4%,CRI Rate 5%,HP +279,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:38,"Dragon's Lair B10",Win,2:01,4525,0,0,Rune,5*,6460,Focus,35.87,1,Rare,ATK +15,,Accuracy 3%,CRI Dmg 3%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:40,"Dragon's Lair B10",Win,2:13,4595,0,1,Rune Piece x8,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:44,"Dragon's Lair B10",Win,2:28,4652,0,1,Rune,5*,6800,Focus,45.15,5,Hero,HP +270,,CRI Dmg 3%,Resistance 6%,CRI Rate 3%,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:47,"Dragon's Lair B10",Win,2:08,4271,0,1,Rainbowmon 2,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:50,"Dragon's Lair B10",Win,2:27,4351,0,0,Symbol of Chaos x6,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:55,"Dragon's Lair B10",Win,2:06,4446,0,1,Symbol of Chaos x4,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 14:59,"Dragon's Lair B10",Lost,2:06,919,0,0,,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 15:01,"Dragon's Lair B10",Win,2:28,4480,0,2,Rune,5*,5440,Guard,41.73,5,Rare,HP +270,,DEF +15,ATK +9,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 15:05,"Dragon's Lair B10",Win,2:36,4183,0,1,Rainbowmon 3,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 15:25,"Dragon's Lair B10",Win,2:03,3983,0,3,Rune,5*,8925,Revenge,40.59,3,Rare,DEF +15,,HP 6%,CRI Dmg 5%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 15:28,"Dragon's Lair B10",Win,2:10,4113,1,1,Rune,5*,12240,Revenge,40.65,4,Rare,CRI Rate 5%,HP +146,ATK 5%,DEF 5%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 15:31,"Dragon's Lair B10",Win,2:27,4159,0,0,Rune,5*,6460,Endure,36.38,1,Rare,ATK +15,,Accuracy 4%,Resistance 3%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 15:42,"Dragon's Lair B10",Win,1:50,4119,0,1,Symbol of Transcendance x10,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 15:45,"Dragon's Lair B10",Win,2:27,4479,0,4,Rune,5*,11475,Revenge,47.10,3,Hero,DEF +15,CRI Rate 3%,SPD +4,Accuracy 6%,HP +172,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 15:48,"Dragon's Lair B10",Win,2:04,4173,0,0,Rune,5*,10200,Shield,43.91,3,Rare,DEF +15,CRI Dmg 3%,Resistance 5%,Accuracy 7%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 15:50,"Dragon's Lair B10",Win,2:00,4347,0,1,Rainbowmon 3,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 15:53,"Dragon's Lair B10",Win,2:09,4228,0,0,Rune Piece x11,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 15:57,"Dragon's Lair B10",Win,2:32,4437,0,0,Rune,5*,6120,Endure,33.40,4,Rare,HP 8%,,HP +95,Resistance 3%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 15:59,"Dragon's Lair B10",Win,2:07,4246,0,1,Rune,5*,9690,Guard,48.83,1,Hero,ATK +15,CRI Rate 4%,HP +263,SPD +3,ATK 6%,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 16:02,"Dragon's Lair B10",Win,2:12,4066,0,0,Rune,5*,5100,Guard,37.45,3,Rare,DEF +15,,HP +103,Resistance 6%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 16:06,"Dragon's Lair B10",Win,2:14,4472,0,1,Rune,5*,5100,Guard,36.77,3,Rare,DEF +15,,Accuracy 4%,CRI Dmg 3%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 16:08,"Dragon's Lair B10",Win,1:52,4609,0,1,Rune,5*,11560,Revenge,42.35,6,Rare,ATK 8%,CRI Rate 4%,ATK +10,CRI Dmg 5%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 16:12,"Dragon's Lair B10",Lost,1:59,1525,0,2,,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 16:14,"Dragon's Lair B10",Win,1:56,4753,0,2,Rune,5*,11475,Violent,42.93,3,Rare,DEF +15,SPD +4,DEF 5%,Resistance 4%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 16:16,"Dragon's Lair B10",Win,2:07,4598,0,1,Rune,5*,6375,Endure,45.61,3,Hero,DEF +15,,SPD +5,CRI Rate 5%,Accuracy 4%,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 16:31,"Giant's Keep B10",Win,2:06,4006,0,1,Rune,5*,5100,Swift,35.72,3,Rare,DEF +15,,SPD +3,HP +106,,,Lushen,Galleon,Stella,Taor,Hwa
2017-06-08 16:32,Hall of Magic B10,Win,0:42,3197,0,1,Essence of Magic(High) x3,,,,,,,,,,,,,Perna,Lushen,Stella,Taor,Galleon
2017-06-08 17:26,"Dragon's Lair B10",Win,3:15,3920,0,1,Rune Piece x10,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 17:28,"Dragon's Lair B10",Lost,2:03,874,0,1,,,,,,,,,,,,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 17:33,"Dragon's Lair B10",Win,1:52,4555,0,2,Rune,5*,5100,Focus,40.25,3,Rare,DEF +15,,CRI Rate 4%,DEF 6%,,,Veromos,Belladeon,Verdehile,Taor,Galleon
2017-06-08 21:20,Hall of Wind B9,Win,2:36,2632,0,1,Essence of Wind(Mid) x2,,,,,,,,,,,,,Lushen,Galleon,Hwa,Belladeon,Seara
2017-06-08 21:54,Faimon Volcano Hell - 1,Lost,1:22,750,0,0,,,,,,,,,,,,,,Poseidon,Fuco,Rigel,Eshir,
2017-06-08 21:56,Faimon Volcano Hell - 1,Win,1:22,1657,0,0,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Fuco,Rigel,Poseidon,,
2017-06-08 22:00,Faimon Volcano Hell - 1,Win,0:20,1753,0,3,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Fuco,Rigel,Poseidon,,
2017-06-08 22:07,Faimon Volcano Hell - 1,Win,0:28,982,0,0,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Fuco,Rigel,Poseidon,,
2017-06-08 22:09,Faimon Volcano Hell - 1,Win,0:53,2603,0,0,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Poseidon,Fuco,Rigel,,
2017-06-08 22:10,Faimon Volcano Hell - 1,Win,0:38,1782,0,1,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Poseidon,Fuco,Rigel,,
2017-06-08 22:11,Faimon Volcano Hell - 1,Win,0:42,1872,0,1,Rune,5*,11305,Revenge,36.09,1,Common,ATK +15,SPD +5,,,,,Poseidon,Fuco,Rigel,,
2017-06-12 08:26,Faimon Volcano Hell - 1,Win,0:35,1936,0,0,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Raoq,Fuco,Rigel,,
2017-06-12 08:30,Faimon Volcano Hell - 1,Win,2:06,1255,0,0,Salamander (Fire) 3,,,,,,,,,,,,,Raoq,Fuco,Rigel,,
2017-06-12 08:31,Faimon Volcano Hell - 1,Win,0:59,1666,0,2,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Raoq,Fuco,Rigel,,
2017-06-12 08:38,Faimon Volcano Hell - 1,Win,0:38,1651,0,2,Rune,3*,2937,Revenge,20.76,1,Common,ATK +7,,,,,,Raoq,Fuco,Rigel,,
2017-06-12 08:39,Faimon Volcano Hell - 1,Win,0:50,1875,0,0,Solid Iron Ore x2,,,,,,,,,,,,,Raoq,Fuco,Rigel,,
2017-06-12 08:43,Faimon Volcano Hell - 1,Lost,1:34,2369,0,1,,,,,,,,,,,,,,Inugami (Fire),Fuco,Rigel,,
2017-06-12 08:44,Faimon Volcano Hell - 1,Win,1:06,1417,0,0,Rune,3*,3182,Revenge,24.33,1,Magic,ATK +7,,SPD +3,,,,Inugami (Fire),Fuco,Rigel,,
2017-06-12 08:46,Faimon Volcano Hell - 1,Win,1:02,1139,0,0,Rune,4*,5236,Revenge,25.22,1,Common,ATK +10,,,,,,Inugami (Fire),Fuco,Rigel,,
2017-06-12 08:48,Faimon Volcano Hell - 1,Win,0:55,1414,0,0,Rune,5*,9690,Revenge,30.13,1,Common,ATK +15,,,,,,Inugami (Fire),Fuco,Rigel,,
